en,ru,bleu,acceptability
Too late.,Слишком поздно.,0.0,0.99441296
Too long a holiday makes one reluctant to start work again.,Слишком долгий отпуск заставляет человека не желать снова начать работать.,0.0,0.962494
Too long a holiday makes one reluctant to start work again.,Слишком долгий отпуск заставляет человека не хотеть снова начать работать.,0.0,0.99152946
Too much drinking may be hazardous to your health.,Слишком много алкоголя может быть опасным для здоровья.,0.0,0.9954639
Too much drinking will make your life a ruin.,Слишком много алкоголя сделает твою жизнь разрушением.,0.0,0.010825252
Too much drinking will make your life a ruin.,Слишком много выпивки разрушит твою жизнь.,0.0,0.99586475
Too much money?,Слишком много денег?,1.0,0.99650276
Too much smoking tends to injure the voice.,"Слишком много курения, как правило, ранит голос.",0.0,0.990234
Tourism generated many new jobs.,Туризм создал много новых рабочих мест.,1.0,0.9971693
Tourism is important to the economy of my country.,Туризм важен для экономики моей страны.,0.7289545183625967,0.99682236
Tourists have increased in number.,Число туристов возросло.,0.0,0.9980457
Tourists poured into Karuizawa during the summer vacation.,Туристы вливались в Каруидзаву во время летних каникул.,0.0,0.97246754
Tracy lost her glasses.,Трейси потеряла очки.,0.0,0.99412256
Trains come more often than buses.,"Поезда приходят чаще, чем автобусы.",0.0,0.99787605
Translate the underlined sentences.,Переведите подчеркнутые предложения.,1.0,0.9980306
Traveling abroad is now more popular.,Популярнее теперь путешествовать за границу.,0.0,0.88052255
Traveling abroad is now more popular.,Поездки за границу стали более популярными.,0.0,0.99687374
Traveling abroad is one of my favorite things.,Поездка за границу - одна из моих любимых вещей.,0.0,0.9950477
Traveling abroad is very interesting.,Поездка за границу очень интересна.,0.0,0.9937429
Travelling is easy these days.,Путешествовать в наши дни легко.,0.0,0.9972687
Try again.,Попробуй еще раз.,0.0,0.99666435
Try and do it.,Попробуй и сделай это.,0.0,0.9320837
"Try as they may, they will never succeed.","Как бы они ни старались, они никогда не преуспеют.",0.3484694488743306,0.9977406
"Try as you may, you can't do it in a day.","Как бы ты ни старался, ты не можешь сделать это за один день.",0.0,0.99311805
"Try as you may, you can't do it in a day.","Как бы ты ни старался, ты не сможешь сделать это за один день.",0.0,0.9946877
Try it once again.,Попробуй еще раз.,0.0,0.99666435
Try on another one.,Примерь еще один.,0.0,0.9938803
Try to avoid bad company.,Постарайся избежать плохой компании.,0.0,0.9973501
Try to be a more rational consumer.,Постарайся быть более рациональным потребителем.,0.7598356856515925,0.9973636
Try to be generous and forgive.,Постарайся быть щедрым и простить.,0.0,0.012768141
Try to do one thing at a time.,Попробуй делать одно дело за раз.,0.0,0.9859714
Try to do one thing at a time.,Попробуй делать одну вещь за раз.,0.0,0.98786443
Try to estimate how much you spent on books.,"Попробуй оценить, сколько ты потратил на книги.",0.0,0.9893532
Try to estimate how much you spent on books.,"Постарайся оценить, сколько ты потратил на книги.",0.0,0.99427277
Try to fulfill your duty.,Постарайся выполнить свой долг.,0.0,0.9972512
Try to improve your English.,Постарайся улучшить свой английский.,0.668740304976422,0.99765635
Try to jump as high as possible.,Постарайся прыгнуть как можно выше.,0.5081327481546147,0.99716586
Try to reproduce the music in your mind.,Попробуй воспроизвести музыку в своем уме.,0.0,0.9883464
Try to reproduce the music in your mind.,Постарайся воспроизвести музыку в своих мыслях.,0.0,0.9948461
Trying to do such a thing is a waste of time.,Пытаться сделать это - пустая трата времени.,0.3826029416278447,0.9963845
Tulips are in full bloom now.,Тюльпаны уже полностью расцветают.,0.0,0.9969127
Tulips are our prefecture's official flower.,Тюльпаны - официальный цветок нашей префектуры.,0.0,0.99776196
